Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,Recency,Frequency,Monetary,Cluster
1.0,14.0,5,2,5,2,10,0,8.0,193.11,0,8.0,1.0,193.11,1
9.0,27.0,3,2,4,1,5,0,7.0,189.26,1,7.0,9.0,189.26,1
17.0,13.0,5,1,2,1,6,1,1.0,291.27,0,1.0,17.0,291.27,3
11.0,24.0,5,2,1,1,4,1,0.0,158.11,0,0.0,11.0,158.11,2
15.0,6.0,3,2,3,1,2,0,6.0,149.07,0,6.0,15.0,149.07,0
0.0,14.0,3,3,2,0,2,1,0.0,125.15,1,0.0,0.0,125.15,2
14.0,6.0,1,0,5,1,2,0,7.0,183.92,0,7.0,14.0,183.92,1
8.0,24.0,1,2,5,1,2,0,10.0,152.08,0,10.0,8.0,152.08,1
9.0,13.0,3,3,3,1,1,1,7.0,123.08,0,7.0,9.0,123.08,1
1.0,11.0,4,4,2,2,3,1,3.0,153.75,0,3.0,1.0,153.75,2
9.0,6.0,3,3,2,1,4,0,2.0,122.7,0,2.0,9.0,122.7,2
8.0,16.0,5,0,4,2,3,0,3.0,211.21,0,3.0,8.0,211.21,2
6.0,12.0,3,2,1,1,4,0,7.0,177.25,0,7.0,6.0,177.25,1
0.0,26.0,5,2,3,1,4,1,2.0,145.59,1,2.0,0.0,145.59,2
23.0,9.0,4,5,1,1,5,0,4.0,316.61,0,4.0,23.0,316.61,3
19.0,8.0,4,2,3,2,6,0,4.0,178.99,0,4.0,19.0,178.99,0
15.0,13.0,4,0,3,2,3,0,3.0,217.41,0,3.0,15.0,217.41,0
10.0,17.0,5,2,3,1,3,1,8.0,181.73,0,8.0,10.0,181.73,1
19.0,12.0,6,2,5,2,3,1,5.0,182.69,0,5.0,19.0,182.69,0
7.0,9.0,4,2,4,2,10,0,8.0,176.47,0,8.0,7.0,176.47,1
10.0,7.0,5,2,1,1,2,0,3.0,195.25,0,3.0,10.0,195.25,2
0.0,8.0,4,3,2,2,8,0,0.0,127.85,1,0.0,0.0,127.85,2
2.0,14.0,4,2,5,2,2,0,4.0,173.98,0,4.0,2.0,173.98,2
17.0,8.0,1,0,1,1,2,1,7.0,178.79,0,7.0,17.0,178.79,0
2.0,16.0,3,3,4,1,1,0,1.0,132.91,0,1.0,2.0,132.91,2
27.0,11.0,3,5,5,1,5,0,2.0,294.06,0,2.0,27.0,294.06,3
22.0,10.0,4,5,3,0,3,0,0.0,287.11,0,0.0,22.0,287.11,3
1.0,32.0,4,2,5,0,2,0,4.0,147.24,0,4.0,1.0,147.24,2
0.0,29.0,3,0,5,1,10,1,2.0,199.5,1,2.0,0.0,199.5,2
12.0,36.0,4,2,1,2,3,0,10.0,149.06,0,10.0,12.0,149.06,1
1.0,7.0,4,4,4,2,3,1,5.0,157.02,1,5.0,1.0,157.02,2
1.0,6.0,5,2,2,0,1,0,5.0,166.74,0,5.0,1.0,166.74,2
17.0,14.0,4,0,5,0,10,0,3.0,224.85,0,3.0,17.0,224.85,0
20.0,21.0,4,4,4,1,11,1,4.0,174.63,1,4.0,20.0,174.63,0
9.0,30.0,3,2,4,1,8,0,8.0,156.74,0,8.0,9.0,156.74,1
11.0,26.0,4,0,4,2,3,1,10.0,201.42,0,10.0,11.0,201.42,1
5.0,17.0,4,2,1,1,4,1,5.0,190.83,0,5.0,5.0,190.83,2
8.0,14.0,3,3,2,0,2,0,2.0,125.72,0,2.0,8.0,125.72,2
0.0,8.0,4,4,2,2,2,0,0.0,111.02,1,0.0,0.0,111.02,2
8.0,6.0,3,2,3,2,2,0,3.0,148.59,0,3.0,8.0,148.59,2
15.0,9.0,4,1,4,2,3,0,5.0,285.15,0,5.0,15.0,285.15,3
0.0,12.0,5,2,3,0,5,1,7.0,161.72,1,7.0,0.0,161.72,1
1.0,29.0,4,2,3,1,3,1,8.0,186.79,1,8.0,1.0,186.79,1
3.0,20.0,5,2,4,1,6,1,4.0,165.25,0,4.0,3.0,165.25,2
7.0,11.0,5,4,4,0,10,0,3.0,163.38,0,3.0,7.0,163.38,2
5.0,14.0,4,2,4,0,2,1,9.0,152.28,0,9.0,5.0,152.28,1
0.0,15.0,3,4,1,2,2,0,0.0,110.81,1,0.0,0.0,110.81,2
1.0,30.0,5,2,3,1,3,0,9.0,160.4,0,9.0,1.0,160.4,1
10.0,6.0,5,2,1,1,2,0,3.0,195.25,0,3.0,10.0,195.25,2
22.0,14.0,4,2,4,1,2,0,7.0,151.3,0,7.0,22.0,151.3,0
7.0,10.0,3,0,1,1,3,1,0.0,197.13,0,0.0,7.0,197.13,2
13.0,14.0,3,3,4,1,4,0,3.0,123.87,0,3.0,13.0,123.87,2
14.0,12.0,3,4,5,2,3,1,17.0,147.21,0,17.0,14.0,147.21,1
6.0,9.0,4,4,4,1,3,0,8.0,148.7,0,8.0,6.0,148.7,1
0.0,21.0,3,3,1,2,2,0,0.0,128.71,0,0.0,0.0,128.71,2
27.0,14.0,4,5,3,1,5,0,8.0,311.06,0,8.0,27.0,311.06,3
4.0,18.0,3,4,2,0,9,1,2.0,139.29,0,2.0,4.0,139.29,2
6.0,9.0,4,2,4,0,2,1,3.0,165.78,0,3.0,6.0,165.78,2
14.0,9.0,4,2,4,1,9,0,4.0,182.15,0,4.0,14.0,182.15,0
0.0,16.0,4,2,1,1,2,1,4.0,157.69,0,4.0,0.0,157.69,2
13.0,6.0,5,5,2,0,3,0,4.0,317.72,0,4.0,13.0,317.72,3
0.0,15.0,4,4,5,1,4,0,2.0,144.0,1,2.0,0.0,144.0,2
1.0,18.0,4,4,5,0,2,0,5.0,145.99,0,5.0,1.0,145.99,2
6.0,14.0,1,3,5,1,7,0,6.0,131.43,0,6.0,6.0,131.43,1
1.0,35.0,5,2,3,1,4,0,3.0,211.39,0,3.0,1.0,211.39,2
16.0,30.0,5,2,3,2,3,0,8.0,168.32,0,8.0,16.0,168.32,1
9.0,25.0,4,0,1,2,4,0,3.0,218.62,0,3.0,9.0,218.62,2
23.0,6.0,3,2,3,1,1,0,13.0,163.47,0,13.0,23.0,163.47,1
30.0,13.0,3,5,5,1,6,0,10.0,295.66,0,10.0,30.0,295.66,3
24.0,16.0,4,5,3,1,6,1,1.0,318.31,0,1.0,24.0,318.31,3
1.0,16.0,4,4,4,1,8,0,3.0,145.24,0,3.0,1.0,145.24,2
20.0,25.0,4,2,3,1,4,0,9.0,173.1,0,9.0,20.0,173.1,1
16.0,18.0,4,1,4,1,2,0,9.0,243.36,0,9.0,16.0,243.36,3
10.0,6.0,3,0,1,2,5,0,2.0,174.91,0,2.0,10.0,174.91,2
16.0,10.0,4,0,1,2,4,0,17.0,202.31,0,17.0,16.0,202.31,1
18.0,15.0,3,0,5,1,5,1,2.0,207.61,0,2.0,18.0,207.61,0
6.0,23.0,3,1,3,2,2,0,0.0,274.44,0,0.0,6.0,274.44,2
8.0,26.0,4,2,4,1,6,0,11.0,169.44,0,11.0,8.0,169.44,1
7.0,14.0,4,2,3,1,3,0,9.0,184.68,0,9.0,7.0,184.68,1
9.0,12.0,4,3,3,1,1,0,3.0,121.87,0,3.0,9.0,121.87,2
10.0,7.0,4,2,4,0,2,0,6.0,177.28,0,6.0,10.0,177.28,1
26.0,7.0,5,5,3,1,2,0,10.0,324.99,0,10.0,26.0,324.99,3
27.0,23.0,3,0,3,0,9,0,8.0,207.39,0,8.0,27.0,207.39,0
29.0,21.0,3,5,4,2,10,0,16.0,312.22,0,16.0,29.0,312.22,3
0.0,9.0,3,3,5,2,1,0,4.0,131.02,1,4.0,0.0,131.02,2
1.0,12.0,4,4,3,2,3,1,1.0,153.51,1,1.0,1.0,153.51,2
3.0,11.0,5,4,5,1,3,0,1.0,146.09,0,1.0,3.0,146.09,2
13.0,20.0,4,5,3,2,2,0,9.0,296.26,0,9.0,13.0,296.26,3
6.0,12.0,2,4,1,1,5,0,3.0,158.12,0,3.0,6.0,158.12,2
2.0,26.0,3,2,1,1,3,0,2.0,169.31,0,2.0,2.0,169.31,2
6.0,9.0,3,2,2,2,9,0,8.0,175.55,0,8.0,6.0,175.55,1
9.0,6.0,3,2,4,0,1,0,5.0,152.28,0,5.0,9.0,152.28,2
9.0,10.0,3,2,4,1,8,0,2.0,151.31,0,2.0,9.0,151.31,2
22.0,11.0,4,0,2,2,3,0,9.0,203.98,0,9.0,22.0,203.98,3
11.0,12.0,4,4,3,1,2,0,4.0,137.02,0,4.0,11.0,137.02,2
11.0,21.0,4,0,1,1,1,1,3.0,215.1,0,3.0,11.0,215.1,0
10.0,10.0,3,3,3,1,8,1,3.0,129.96,0,3.0,10.0,129.96,2
9.0,8.0,4,2,1,2,2,0,8.0,138.86,0,8.0,9.0,138.86,1
1.0,9.0,5,4,2,2,3,0,1.0,150.64,1,1.0,1.0,150.64,2
4.0,14.0,4,3,4,2,1,1,2.0,126.57,0,2.0,4.0,126.57,2
21.0,12.0,4,2,3,2,3,0,2.0,142.4,0,2.0,21.0,142.4,0
1.0,23.0,4,4,4,1,11,0,3.0,153.11,0,3.0,1.0,153.11,2
9.0,7.0,5,4,3,0,8,0,8.0,147.58,0,8.0,9.0,147.58,1
8.0,11.0,4,2,3,1,11,0,3.0,190.38,0,3.0,8.0,190.38,2
9.0,16.0,4,2,3,2,3,0,9.0,175.98,0,9.0,9.0,175.98,1
24.0,9.0,4,1,3,0,7,0,4.0,301.39,0,4.0,24.0,301.39,3
0.0,14.0,4,3,4,1,2,0,0.0,125.96,1,0.0,0.0,125.96,2
9.0,23.0,5,3,3,1,2,0,2.0,123.05,0,2.0,9.0,123.05,2
18.0,12.0,5,4,3,2,5,0,4.0,156.62,0,4.0,18.0,156.62,0
1.0,10.0,4,4,3,2,3,0,8.0,165.84,1,8.0,1.0,165.84,1
9.0,35.0,5,4,3,1,2,0,3.0,149.3,0,3.0,9.0,149.3,2
7.0,25.0,3,2,4,1,5,0,10.0,144.44,0,10.0,7.0,144.44,1
1.0,26.0,4,4,1,1,5,0,3.0,161.69,0,3.0,1.0,161.69,2
11.0,15.0,4,2,4,1,4,0,8.0,165.71,0,8.0,11.0,165.71,1
7.0,15.0,4,2,3,1,2,0,3.0,196.04,0,3.0,7.0,196.04,2
5.0,14.0,4,3,4,0,7,0,2.0,123.32,0,2.0,5.0,123.32,2
9.0,25.0,4,2,3,0,3,0,1.0,171.01,0,1.0,9.0,171.01,2
3.0,14.0,4,4,5,2,5,0,3.0,145.62,0,3.0,3.0,145.62,2
14.0,9.0,5,4,2,2,2,1,4.0,148.42,0,4.0,14.0,148.42,0
1.0,12.0,4,4,5,2,3,1,3.0,148.8,0,3.0,1.0,148.8,2
0.0,29.0,3,0,5,1,10,1,2.0,199.5,1,2.0,0.0,199.5,2
0.0,35.0,4,3,4,2,1,0,4.0,134.79,1,4.0,0.0,134.79,2
13.0,31.0,4,2,1,2,9,0,8.0,166.08,0,8.0,13.0,166.08,1
17.0,6.0,3,2,3,0,8,0,0.0,147.68,0,0.0,17.0,147.68,0
0.0,29.0,4,0,5,1,2,0,10.0,173.36,1,10.0,0.0,173.36,1
19.0,35.0,5,1,4,2,3,0,7.0,292.04,0,7.0,19.0,292.04,3
18.0,8.0,4,2,1,1,2,0,9.0,157.7,0,9.0,18.0,157.7,1
13.0,18.0,4,0,2,0,3,0,8.0,201.54,1,8.0,13.0,201.54,1
12.0,7.0,4,4,5,2,5,0,1.0,151.19,0,1.0,12.0,151.19,2
0.0,11.0,3,4,2,2,2,0,0.0,110.51,0,0.0,0.0,110.51,2
13.0,18.0,4,0,1,1,3,0,8.0,201.54,1,8.0,13.0,201.54,1
14.0,10.0,5,2,4,1,7,0,2.0,164.3,0,2.0,14.0,164.3,0
8.0,7.0,2,2,2,1,2,0,3.0,222.25,0,3.0,8.0,222.25,2
16.0,7.0,4,2,3,1,3,0,7.0,174.07,0,7.0,16.0,174.07,1
7.0,8.0,4,2,5,1,7,0,9.0,159.57,0,9.0,7.0,159.57,1
0.0,29.0,4,2,3,0,4,1,1.0,159.16,1,1.0,0.0,159.16,2
8.0,8.0,4,0,1,2,3,0,3.0,223.88,0,3.0,8.0,223.88,2
2.0,8.0,3,2,2,2,2,0,9.0,145.54,0,9.0,2.0,145.54,1
20.0,14.0,4,3,1,1,10,1,0.0,123.8,1,0.0,20.0,123.8,0
2.0,24.0,4,2,5,1,3,0,9.0,170.58,0,9.0,2.0,170.58,1
0.0,14.0,4,3,3,1,2,1,7.0,123.66,1,7.0,0.0,123.66,1
8.0,15.0,4,0,3,1,2,1,15.0,206.85,0,15.0,8.0,206.85,1
4.0,32.0,4,2,3,0,9,1,3.0,172.36,0,3.0,4.0,172.36,2
21.0,23.0,2,2,3,1,3,1,8.0,175.67,0,8.0,21.0,175.67,0
15.0,8.0,4,4,1,1,5,0,1.0,152.82,0,1.0,15.0,152.82,0
13.0,16.0,4,2,4,2,22,0,4.0,192.82,0,4.0,13.0,192.82,0
10.0,24.0,5,2,4,1,4,0,4.0,180.07,0,4.0,10.0,180.07,2
4.0,13.0,1,2,1,1,5,0,7.0,169.29,0,7.0,4.0,169.29,1
1.0,9.0,4,4,4,1,11,0,3.0,159.68,0,3.0,1.0,159.68,2
0.0,17.0,2,2,3,0,9,0,2.0,147.07,1,2.0,0.0,147.07,2
3.0,30.0,3,3,3,1,2,0,0.0,126.93,0,0.0,3.0,126.93,2
10.0,9.0,4,4,3,2,6,0,10.0,150.19,0,10.0,10.0,150.19,1
24.0,9.0,4,1,3,1,7,0,4.0,301.39,0,4.0,24.0,301.39,3
7.0,8.0,3,2,2,2,2,0,4.0,162.74,0,4.0,7.0,162.74,2
8.0,7.0,2,4,1,2,4,0,4.0,157.8,0,4.0,8.0,157.8,2
7.0,7.0,2,2,4,1,3,1,3.0,179.88,0,3.0,7.0,179.88,2
0.0,9.0,4,3,1,1,1,1,0.0,128.53,1,0.0,0.0,128.53,2
16.0,9.0,4,4,3,1,2,1,1.0,151.96,0,1.0,16.0,151.96,0
9.0,9.0,3,2,4,2,5,0,7.0,144.85,0,7.0,9.0,144.85,1
28.0,18.0,4,1,1,1,5,0,13.0,285.32,0,13.0,28.0,285.32,3
0.0,6.0,4,2,2,0,7,0,2.0,147.75,0,2.0,0.0,147.75,2
1.0,22.0,4,0,3,1,9,1,8.0,261.1,1,8.0,1.0,261.1,1
9.0,9.0,3,4,4,1,2,0,7.0,136.92,0,7.0,9.0,136.92,1
29.0,27.0,4,2,1,1,5,1,9.0,179.15,0,9.0,29.0,179.15,0
0.0,13.0,5,2,3,2,2,1,6.0,160.74,1,6.0,0.0,160.74,2
9.0,17.0,4,2,3,2,5,1,5.0,186.42,0,5.0,9.0,186.42,1
8.0,17.0,4,2,3,1,3,1,8.0,165.01,0,8.0,8.0,165.01,1
2.0,13.0,3,2,1,1,2,1,0.0,166.23,0,0.0,2.0,166.23,2
29.0,9.0,5,1,5,2,9,0,3.0,292.56,0,3.0,29.0,292.56,3
7.0,24.0,4,1,3,2,3,0,1.0,299.44,0,1.0,7.0,299.44,3
20.0,10.0,4,1,3,0,5,0,10.0,299.65,0,10.0,20.0,299.65,3
6.0,36.0,4,4,3,2,11,0,8.0,165.25,0,8.0,6.0,165.25,1
27.0,8.0,4,0,3,0,7,0,0.0,206.86,0,0.0,27.0,206.86,0
3.0,7.0,4,2,5,1,2,0,3.0,178.73,0,3.0,3.0,178.73,2
31.0,14.0,2,2,2,1,2,1,10.0,177.2,0,10.0,31.0,177.2,0
9.0,12.0,1,4,5,1,2,1,0.0,116.01,1,0.0,9.0,116.01,2
30.0,9.0,4,2,2,2,6,0,5.0,151.71,0,5.0,30.0,151.71,0
9.0,9.0,3,3,4,2,5,0,2.0,120.88,0,2.0,9.0,120.88,2
1.0,23.0,4,2,5,2,7,0,3.0,178.24,1,3.0,1.0,178.24,2
15.0,21.0,4,4,3,1,6,0,9.0,149.51,0,9.0,15.0,149.51,1
18.0,36.0,4,2,1,2,3,0,18.0,170.41,0,18.0,18.0,170.41,1
15.0,14.0,3,5,1,1,2,0,9.0,284.3,0,9.0,15.0,284.3,3
20.0,9.0,4,0,1,1,5,0,3.0,210.78,0,3.0,20.0,210.78,0
4.0,32.0,4,2,3,1,9,1,3.0,172.36,0,3.0,4.0,172.36,2
9.0,9.0,4,2,5,1,4,0,1.0,175.93,0,1.0,9.0,175.93,2
2.0,12.0,4,3,4,1,2,0,0.0,128.04,0,0.0,2.0,128.04,2
0.0,15.0,3,4,5,2,8,0,4.0,142.0,1,4.0,0.0,142.0,2
9.0,10.0,5,4,3,1,3,0,1.0,137.81,0,1.0,9.0,137.81,2
1.0,21.0,4,4,5,1,3,1,9.0,147.35,0,9.0,1.0,147.35,1
6.0,16.0,6,2,1,1,2,0,8.0,171.68,0,8.0,6.0,171.68,1
1.0,31.0,6,4,2,2,3,1,1.0,136.18,1,1.0,1.0,136.18,2
20.0,8.0,3,2,1,1,6,0,4.0,150.7,0,4.0,20.0,150.7,0
12.0,30.0,3,2,1,2,8,0,7.0,141.08,0,7.0,12.0,141.08,1
31.0,13.0,4,4,3,1,10,0,3.0,147.67,0,3.0,31.0,147.67,0
1.0,21.0,4,4,1,1,7,1,5.0,149.36,1,5.0,1.0,149.36,2
1.0,7.0,4,2,3,0,2,0,3.0,173.98,0,3.0,1.0,173.98,2
10.0,31.0,3,2,3,1,4,1,7.0,144.49,0,7.0,10.0,144.49,1
3.0,10.0,5,0,3,0,3,0,8.0,244.35,0,8.0,3.0,244.35,1
4.0,10.0,1,4,3,1,9,0,2.0,139.78,0,2.0,4.0,139.78,2
4.0,11.0,3,3,4,1,2,0,2.0,127.89,0,2.0,4.0,127.89,2
4.0,7.0,4,4,4,0,2,1,8.0,160.79,0,8.0,4.0,160.79,1
5.0,9.0,6,4,1,1,3,1,1.0,136.29,0,1.0,5.0,136.29,2
6.0,17.0,4,0,1,2,4,0,1.0,237.44,0,1.0,6.0,237.44,2
0.0,14.0,3,3,1,2,3,0,2.0,125.8,0,2.0,0.0,125.8,2
28.0,8.0,4,3,1,1,9,0,4.0,126.62,0,4.0,28.0,126.62,0
22.0,8.0,3,5,1,1,4,0,3.0,291.61,0,3.0,22.0,291.61,3
5.0,16.0,5,4,4,2,2,1,3.0,151.57,0,3.0,5.0,151.57,2
19.0,6.0,1,1,5,2,2,0,12.0,275.67,0,12.0,19.0,275.67,3
7.0,21.0,3,1,5,1,8,0,9.0,270.07,0,9.0,7.0,270.07,3
2.0,8.0,3,2,1,2,2,0,9.0,145.54,0,9.0,2.0,145.54,1
28.0,32.0,4,5,1,1,2,0,13.0,295.86,0,13.0,28.0,295.86,3
1.0,22.0,6,2,1,1,8,1,3.0,179.4,1,3.0,1.0,179.4,2
1.0,10.0,4,4,5,2,2,0,5.0,156.02,1,5.0,1.0,156.02,2
13.0,22.0,3,3,3,1,10,0,0.0,135.44,0,0.0,13.0,135.44,2
17.0,17.0,4,4,2,2,2,0,8.0,149.55,0,8.0,17.0,149.55,1
16.0,12.0,4,5,3,1,8,0,14.0,293.92,0,14.0,16.0,293.92,3
7.0,19.0,3,0,3,1,2,0,1.0,186.28,0,1.0,7.0,186.28,2
8.0,15.0,2,2,3,1,4,0,3.0,169.04,0,3.0,8.0,169.04,2
0.0,7.0,3,3,1,1,5,0,2.0,132.29,0,2.0,0.0,132.29,2
9.0,6.0,5,3,4,2,8,1,7.0,122.16,1,7.0,9.0,122.16,1
15.0,23.0,2,2,5,2,4,1,2.0,165.45,0,2.0,15.0,165.45,0
1.0,23.0,4,0,3,1,4,0,1.0,206.61,1,1.0,1.0,206.61,2
7.0,9.0,3,2,4,1,2,0,9.0,154.33,0,9.0,7.0,154.33,1
16.0,13.0,4,0,5,1,11,0,8.0,258.48,0,8.0,16.0,258.48,3
16.0,22.0,3,1,2,0,6,1,9.0,260.64,0,9.0,16.0,260.64,3
4.0,9.0,3,3,5,1,2,1,3.0,130.65,0,3.0,4.0,130.65,2
0.0,35.0,3,4,5,1,2,0,2.0,139.07,0,2.0,0.0,139.07,2
2.0,36.0,4,2,5,0,9,1,1.0,191.73,1,1.0,2.0,191.73,2
8.0,14.0,3,3,1,1,2,0,2.0,125.72,0,2.0,8.0,125.72,2
1.0,7.0,4,4,2,2,3,0,1.0,141.11,0,1.0,1.0,141.11,2
1.0,18.0,4,4,4,1,3,0,3.0,147.44,0,3.0,1.0,147.44,2
1.0,14.0,6,2,3,2,3,1,7.0,185.74,1,7.0,1.0,185.74,1
8.0,8.0,3,2,4,2,6,0,2.0,144.25,0,2.0,8.0,144.25,2
6.0,10.0,4,2,5,0,3,0,4.0,192.25,0,4.0,6.0,192.25,2
10.0,19.0,3,2,1,1,2,0,7.0,142.85,0,7.0,10.0,142.85,1
11.0,36.0,4,0,4,1,3,1,10.0,243.49,1,10.0,11.0,243.49,3
19.0,14.0,3,3,1,2,2,0,0.0,125.87,1,0.0,19.0,125.87,0
6.0,8.0,4,0,1,1,3,0,3.0,229.22,0,3.0,6.0,229.22,2
19.0,30.0,4,2,5,0,3,1,9.0,161.33,0,9.0,19.0,161.33,1
1.0,17.0,4,2,5,2,3,0,9.0,167.13,1,9.0,1.0,167.13,1
6.0,23.0,3,1,3,2,2,0,0.0,274.44,0,0.0,6.0,274.44,2
31.0,31.0,3,0,2,1,5,1,3.0,219.39,0,3.0,31.0,219.39,0
5.0,15.0,3,2,1,1,2,1,5.0,163.22,0,5.0,5.0,163.22,2
1.0,12.0,2,4,3,2,5,1,4.0,149.32,1,4.0,1.0,149.32,2
8.0,17.0,2,2,1,1,3,0,3.0,172.24,0,3.0,8.0,172.24,2
8.0,9.0,4,2,1,2,3,0,5.0,187.74,0,5.0,8.0,187.74,1
27.0,10.0,4,1,3,0,5,1,4.0,300.84,0,4.0,27.0,300.84,3
21.0,9.0,5,4,2,2,3,1,3.0,157.94,0,3.0,21.0,157.94,0
4.0,14.0,4,2,5,1,9,0,3.0,172.79,0,3.0,4.0,172.79,2
5.0,35.0,4,3,4,2,2,0,1.0,128.37,0,1.0,5.0,128.37,2
28.0,8.0,3,0,4,1,4,0,3.0,209.76,0,3.0,28.0,209.76,0
5.0,18.0,4,4,2,0,5,1,3.0,148.56,0,3.0,5.0,148.56,2
10.0,11.0,3,2,1,1,8,0,4.0,163.47,0,4.0,10.0,163.47,2
0.0,22.0,3,2,5,2,6,0,2.0,153.24,1,2.0,0.0,153.24,2
1.0,7.0,5,4,3,1,3,0,4.0,145.07,0,4.0,1.0,145.07,2
16.0,17.0,4,4,3,1,5,0,4.0,154.36,0,4.0,16.0,154.36,0
4.0,9.0,4,4,1,2,2,0,8.0,150.64,0,8.0,4.0,150.64,1
9.0,13.0,4,3,4,1,2,0,1.0,121.41,0,1.0,9.0,121.41,2
5.0,21.0,3,2,1,1,6,0,2.0,166.67,0,2.0,5.0,166.67,2
1.0,19.0,4,2,1,2,5,1,8.0,170.81,1,8.0,1.0,170.81,1
11.0,8.0,4,0,3,1,4,1,2.0,177.56,0,2.0,11.0,177.56,2
8.0,7.0,4,4,5,1,7,0,4.0,154.96,0,4.0,8.0,154.96,2
1.0,17.0,4,2,2,2,2,0,2.0,174.5,0,2.0,1.0,174.5,2
10.0,15.0,5,0,5,2,3,0,10.0,200.87,0,10.0,10.0,200.87,1
1.0,19.0,3,4,4,2,3,0,1.0,152.16,1,1.0,1.0,152.16,2
14.0,10.0,5,4,3,1,3,1,3.0,151.83,1,3.0,14.0,151.83,0
1.0,9.0,4,4,3,2,8,0,2.0,168.82,1,2.0,1.0,168.82,2
1.0,12.0,5,4,3,2,2,0,1.0,154.66,0,1.0,1.0,154.66,2
9.0,16.0,4,4,4,2,2,1,0.0,118.59,1,0.0,9.0,118.59,2
9.0,14.0,1,3,1,1,2,0,1.0,122.69,0,1.0,9.0,122.69,2
12.0,9.0,4,2,3,1,1,0,7.0,130.69,0,7.0,12.0,130.69,1
7.0,8.0,3,2,1,2,2,0,11.0,166.87,0,11.0,7.0,166.87,1
6.0,9.0,3,3,3,1,2,1,0.0,129.09,0,0.0,6.0,129.09,2
9.0,8.0,6,4,1,1,3,0,2.0,154.77,0,2.0,9.0,154.77,2
21.0,7.0,4,5,1,2,7,0,0.0,282.65,0,0.0,21.0,282.65,3
9.0,9.0,4,3,1,2,1,0,1.0,120.45,0,1.0,9.0,120.45,2
10.0,9.0,4,2,4,2,11,1,13.0,179.1,0,13.0,10.0,179.1,1
8.0,15.0,4,2,3,2,5,0,4.0,186.42,0,4.0,8.0,186.42,2
3.0,11.0,3,0,1,1,3,0,4.0,194.19,0,4.0,3.0,194.19,2
10.0,16.0,3,3,5,1,7,0,3.0,134.52,0,3.0,10.0,134.52,2
1.0,9.0,5,4,3,2,8,1,1.0,145.9,1,1.0,1.0,145.9,2
0.0,13.0,3,3,3,0,2,1,2.0,128.86,1,2.0,0.0,128.86,2
25.0,21.0,4,2,2,0,6,0,8.0,174.36,0,8.0,25.0,174.36,0
14.0,9.0,2,2,3,1,7,0,9.0,188.77,0,9.0,14.0,188.77,1
1.0,25.0,4,3,5,1,2,0,3.0,131.96,0,3.0,1.0,131.96,2
1.0,16.0,4,4,1,2,3,0,3.0,151.1,0,3.0,1.0,151.1,2
11.0,8.0,3,2,3,1,10,0,0.0,165.53,0,0.0,11.0,165.53,2
17.0,9.0,5,0,1,1,2,0,3.0,226.69,1,3.0,17.0,226.69,0
10.0,17.0,3,4,3,2,5,0,2.0,136.29,0,2.0,10.0,136.29,2
19.0,32.0,5,2,1,1,2,0,9.0,184.06,0,9.0,19.0,184.06,1
9.0,11.0,4,3,5,1,7,0,0.0,121.07,1,0.0,9.0,121.07,2
7.0,8.0,1,3,1,1,1,1,2.0,129.32,0,2.0,7.0,129.32,2
9.0,7.0,3,3,4,2,2,1,2.0,123.02,1,2.0,9.0,123.02,2
3.0,15.0,6,2,5,1,5,0,3.0,222.15,0,3.0,3.0,222.15,2
4.0,12.0,5,2,3,1,3,0,3.0,186.18,0,3.0,4.0,186.18,2
30.0,6.0,3,5,5,0,4,1,5.0,297.01,0,5.0,30.0,297.01,3
1.0,17.0,4,3,3,2,3,1,2.0,135.09,1,2.0,1.0,135.09,2
9.0,9.0,3,4,2,0,2,0,0.0,117.06,0,0.0,9.0,117.06,2
10.0,34.0,4,2,3,1,8,0,8.0,177.37,0,8.0,10.0,177.37,1
1.0,8.0,6,4,3,2,3,0,1.0,138.59,1,1.0,1.0,138.59,2
5.0,19.0,4,5,3,1,3,0,9.0,320.45,1,9.0,5.0,320.45,3
10.0,6.0,3,0,2,2,5,0,2.0,174.91,0,2.0,10.0,174.91,2
7.0,16.0,3,2,3,1,2,1,7.0,140.01,0,7.0,7.0,140.01,1
15.0,11.0,3,0,4,2,10,1,7.0,184.46,1,7.0,15.0,184.46,1
17.0,10.0,3,2,4,2,10,0,3.0,159.33,0,3.0,17.0,159.33,0
6.0,11.0,4,0,2,1,5,0,2.0,171.19,0,2.0,6.0,171.19,2
1.0,9.0,4,4,1,1,8,1,3.0,162.22,1,3.0,1.0,162.22,2
28.0,24.0,3,2,4,1,4,1,7.0,163.85,0,7.0,28.0,163.85,0
7.0,13.0,3,3,1,2,2,0,0.0,129.72,0,0.0,7.0,129.72,2
16.0,16.0,5,5,1,2,10,0,2.0,321.13,0,2.0,16.0,321.13,3
18.0,8.0,3,2,4,0,1,0,7.0,148.05,0,7.0,18.0,148.05,0
19.0,30.0,4,2,5,1,3,1,9.0,161.33,0,9.0,19.0,161.33,1
0.0,8.0,3,3,3,2,3,0,0.0,134.85,1,0.0,0.0,134.85,2
1.0,30.0,5,2,1,1,9,1,1.0,166.57,0,1.0,1.0,166.57,2
19.0,8.0,3,5,1,1,8,1,2.0,293.28,0,2.0,19.0,293.28,3
